Avaliação           ,Chave               
3.0                 ,169429              
30.0                ,169436              
1.0                 ,169441              
1.0                 ,169445              
2.0                 ,169450              
1.0                 ,169451              
2.0                 ,169456              
1.0                 ,169460              
5.0                 ,169465              
1.0                 ,169467              
6.0                 ,169475              
19.0                ,169476              
1.0                 ,169478              
1.0                 ,169482              
1.0                 ,169487              
4.0                 ,169490              
4.0                 ,169491              
2.0                 ,169492              
1.0                 ,169496              
13.0                ,169497              
2.0                 ,169499              
5.0                 ,169511              
11.0                ,169524              
2.0                 ,169528              
3.0                 ,169533              
4.0                 ,169544              
1.0                 ,169551              
1.0                 ,169560              
4.0                 ,169562              
4.0                 ,169564              
7.0                 ,169569              
5.0                 ,169581              
16.0                ,169582              
3.0                 ,169589              
2.0                 ,169590              
22.0                ,169591              
8.0                 ,169593              
3.0                 ,169600              
6.0                 ,169609              
1.0                 ,169614              
1.0                 ,169630              
1.0                 ,169632              
1.0                 ,169637              
1.0                 ,169649              
1.0                 ,169654              
1.0                 ,169660              
2.0                 ,169663              
1.0                 ,169670              
10.0                ,169671              
2.0                 ,169674              
1.0                 ,169679              
1.0                 ,169684              
2.0                 ,169685              
1.0                 ,169690              
9.0                 ,169695              
1.0                 ,169699              
1.0                 ,169710              
1.0                 ,169714              
3.0                 ,169725              
2.0                 ,169748              
4.0                 ,169749              
2.0                 ,169761              
3.0                 ,169773              
1.0                 ,169779              
36.0                ,169786              
1.0                 ,169790              
8.0                 ,169795              
6.0                 ,169807              
7.0                 ,169814              
24.0                ,169819              
15.0                ,169822              
1.0                 ,169823              
4.0                 ,169840              
3.0                 ,169843              
3.0                 ,169854              
1.0                 ,169856              
8.0                 ,169860              
1.0                 ,169861              
1.0                 ,169873              
3.0                 ,169876              
1482.0              ,169878              
7.0                 ,169881              
3.0                 ,169884              
5.0                 ,169886              
33.0                ,169891              
1.0                 ,169896              
2.0                 ,169901              
29.0                ,169909              
2.0                 ,169923              
2.0                 ,169927              
2.0                 ,169928              
27.0                ,169931              
1.0                 ,169932              
3.0                 ,169942              
21.0                ,169951              
2.0                 ,169954              
8.0                 ,169955              
2.0                 ,169958              
1.0                 ,169959              
6.0                 ,169963              
21.0                ,169964              
2.0                 ,169967              
1.0                 ,169982              
1.0                 ,169985              
1.0                 ,169987              
1.0                 ,169996              
1.0                 ,170001              
1.0                 ,170006              
2.0                 ,170015              
280.0               ,170036              
1.0                 ,170045              
4.0                 ,170056              
7.0                 ,170060              
127.0               ,170063              
2.0                 ,170069              
5.0                 ,170073              
1.0                 ,170074              
9.0                 ,170075              
29.0                ,170080              
1.0                 ,170092              
1.0                 ,170094              
1.0                 ,170097              
17.0                ,170103              
3.0                 ,170121              
1.0                 ,170139              
34.0                ,170144              
1.0                 ,170145              
71.0                ,170155              
1.0                 ,170157              
15.0                ,170162              
6.0                 ,170167              
1.0                 ,170183              
1.0                 ,170184              
1.0                 ,170190              
2.0                 ,170207              
3.0                 ,170213              
3.0                 ,170216              
7.0                 ,170217              
7.0                 ,170221              
1.0                 ,170234              
2.0                 ,170235              
3.0                 ,170237              
2.0                 ,170241              
173.0               ,170243              
1.0                 ,170248              
7.0                 ,170260              
3.0                 ,170266              
3.0                 ,170267              
4.0                 ,170272              
3.0                 ,170274              
1.0                 ,170275              
1.0                 ,170285              
1.0                 ,170287              
1.0                 ,170288              
1.0                 ,170293              
3.0                 ,170294              
1.0                 ,170295              
1.0                 ,170301              
1.0                 ,170303              
1.0                 ,170305              
1.0                 ,170311              
3.0                 ,170314              
3.0                 ,170326              
1.0                 ,170331              
17.0                ,170332              
101.0               ,170338              
3.0                 ,170342              
3.0                 ,170349              
2.0                 ,170353              
4.0                 ,170354              
4.0                 ,170371              
562.0               ,170372              
1.0                 ,170379              
18.0                ,170383              
1.0                 ,170393              
3.0                 ,170399              
2.0                 ,170401              
5.0                 ,170403              
2.0                 ,170404              
1.0                 ,170406              
1.0                 ,170407              
5.0                 ,170410              
1.0                 ,170415              
5.0                 ,170422              
3.0                 ,170426              
6.0                 ,170433              
1.0                 ,170439              
4.0                 ,170449              
2.0                 ,170450              
8.0                 ,170461              
7.0                 ,170466              
4.0                 ,170467              
4.0                 ,170477              
12.0                ,170480              
18.0                ,170482              
2.0                 ,170485              
1.0                 ,170488              
2.0                 ,170491              
4.0                 ,170494              
2.0                 ,170496              
1767.0              ,170506              
1.0                 ,170507              
2.0                 ,170508              
2.0                 ,170509              
3.0                 ,170512              
60.0                ,170513              
11.0                ,170518              
1.0                 ,170520              
1.0                 ,170521              
1.0                 ,170522              
1.0                 ,170528              
10.0                ,170533              
14.0                ,170538              
4.0                 ,170540              
7.0                 ,170566              
1.0                 ,170576              
2.0                 ,170580              
4.0                 ,170581              
1.0                 ,170603              
9.0                 ,170605              
11.0                ,170608              
3.0                 ,170609              
1.0                 ,170613              
4.0                 ,170624              
1.0                 ,170632              
3.0                 ,170635              
3.0                 ,170647              
1.0                 ,170657              
2.0                 ,170664              
1.0                 ,170666              
1.0                 ,170670              
2.0                 ,170672              
2.0                 ,170679              
19.0                ,170691              
2.0                 ,170699              
1.0                 ,170704              
2.0                 ,170706              
1.0                 ,170709              
3.0                 ,170712              
1.0                 ,170716              
2.0                 ,170722              
1.0                 ,170725              
13.0                ,170728              
1.0                 ,170729              
1.0                 ,170746              
6.0                 ,170749              
7.0                 ,170750              
2.0                 ,170756              
1.0                 ,170763              
7.0                 ,170764              
34.0                ,170765              
1.0                 ,170774              
1.0                 ,170784              
26.0                ,170788              
9.0                 ,170812              
3.0                 ,170818              
20.0                ,170822              
2.0                 ,170825              
1.0                 ,170838              
4.0                 ,170842              
1.0                 ,170846              
1.0                 ,170850              
50.0                ,170855              
1.0                 ,170857              
1.0                 ,170867              
1.0                 ,170869              
1.0                 ,170874              
1.0                 ,170887              
3.0                 ,170889              
1.0                 ,170898              
1105.0              ,170907              
32.0                ,170911              
6.0                 ,170914              
31.0                ,170919              
4.0                 ,170923              
2.0                 ,170925              
2.0                 ,170928              
4.0                 ,170933              
2.0                 ,170937              
1.0                 ,170939              
3.0                 ,170945              
2.0                 ,170946              
9.0                 ,170959              
1.0                 ,170960              
1.0                 ,170974              
18.0                ,170982              
6.0                 ,171002              
1.0                 ,171004              
1.0                 ,171007              
5.0                 ,171010              
8.0                 ,171013              
3.0                 ,171023              
2.0                 ,171025              
3.0                 ,171027              
1.0                 ,171036              
12.0                ,171038              
2.0                 ,171048              
6.0                 ,171056              
12.0                ,171058              
2.0                 ,171062              
2.0                 ,171075              
80.0                ,171078              
1.0                 ,171080              
1.0                 ,171093              
7.0                 ,171094              
10.0                ,171102              
2.0                 ,171103              
2.0                 ,171104              
4.0                 ,171105              
1.0                 ,171113              
4.0                 ,171116              
7.0                 ,171119              
16.0                ,171123              
6.0                 ,171126              
1779.0              ,171129              
20.0                ,171132              
1.0                 ,171138              
3.0                 ,171139              
67.0                ,171141              
5.0                 ,171147              
1.0                 ,171152              
2.0                 ,171163              
3.0                 ,171169              
1.0                 ,171170              
2.0                 ,171171              
1.0                 ,171174              
2.0                 ,171189              
1.0                 ,171197              
1.0                 ,171200              
1.0                 ,171205              
1.0                 ,171207              
1.0                 ,171213              
19.0                ,171216              
3.0                 ,171223              
3.0                 ,171227              
2.0                 ,171235              
1.0                 ,171240              
4.0                 ,171248              
1.0                 ,171249              
50.0                ,171259              
2.0                 ,171268              
1.0                 ,171271              
1.0                 ,171290              
4.0                 ,171291              
7.0                 ,171296              
15.0                ,171307              
1.0                 ,171317              
1.0                 ,171322              
10.0                ,171325              
2.0                 ,171354              
1.0                 ,171359              
2.0                 ,171362              
1.0                 ,171364              
1.0                 ,171368              
3.0                 ,171378              
4.0                 ,171380              
1.0                 ,171388              
1.0                 ,171391              
4.0                 ,171392              
8.0                 ,171398              
1.0                 ,171410              
1.0                 ,171418              
3.0                 ,171422              
2.0                 ,171445              
1.0                 ,171450              
1.0                 ,171451              
38.0                ,171452              
2.0                 ,171453              
3.0                 ,171454              
1.0                 ,171455              
1.0                 ,171461              
3.0                 ,171475              
1.0                 ,171477              
2.0                 ,171480              
2.0                 ,171484              
8.0                 ,171495              
2.0                 ,171499              
1.0                 ,171500              
7.0                 ,171501              
8.0                 ,171505              
4.0                 ,171507              
1.0                 ,171509              
2.0                 ,171513              
65.0                ,171522              
17.0                ,171525              
134.0               ,171527              
4.0                 ,171532              
9.0                 ,171544              
7.0                 ,171550              
1.0                 ,171551              
2.0                 ,171553              
7.0                 ,171558              
7.0                 ,171565              
5.0                 ,171572              
1.0                 ,171577              
2.0                 ,171585              
9.0                 ,171598              
21.0                ,171603              
1.0                 ,171606              
2.0                 ,171607              
1.0                 ,171613              
1.0                 ,171618              
37.0                ,171632              
9.0                 ,171635              
1.0                 ,171641              
3.0                 ,171674              
19.0                ,171675              
2.0                 ,171676              
3.0                 ,171690              
5.0                 ,171693              
1.0                 ,171694              
3.0                 ,171701              
1.0                 ,171709              
51.0                ,171712              
9.0                 ,171715              
15.0                ,171719              
332.0               ,171720              
2.0                 ,171724              
2.0                 ,171729              
7.0                 ,171735              
33.0                ,171736              
134.0               ,171739              
1.0                 ,171750              
22.0                ,171752              
2.0                 ,171759              
10.0                ,171763              
1.0                 ,171764              
1.0                 ,171765              
1.0                 ,171771              
1.0                 ,171774              
2.0                 ,171779              
1.0                 ,171782              
1.0                 ,171796              
6.0                 ,171799              
53.0                ,171802              
174.0               ,171803              
1.0                 ,171804              
1.0                 ,171814              
7.0                 ,171829              
1.0                 ,171838              
2.0                 ,171844              
29.0                ,171845              
1.0                 ,171846              
1.0                 ,171850              
2.0                 ,171852              
1.0                 ,171855              
18.0                ,171859              
1.0                 ,171861              
2.0                 ,171863              
24.0                ,171868              
1.0                 ,171872              
1.0                 ,171874              
1.0                 ,171889              
13.0                ,171895              
9.0                 ,171896              
1.0                 ,171897              
1.0                 ,171908              
12.0                ,171915              
11.0                ,171920              
14.0                ,171921              
1.0                 ,171923              
1.0                 ,171932              
3.0                 ,171936              
3.0                 ,171937              
94.0                ,171947              
1.0                 ,171968              
2.0                 ,171975              
1.0                 ,171980              
2.0                 ,171983              
1.0                 ,171989              
4.0                 ,171991              
1.0                 ,172003              
2.0                 ,172005              
5.0                 ,172011              
9.0                 ,172015              
5.0                 ,172033              
1.0                 ,172036              
1.0                 ,172040              
35.0                ,172054              
10.0                ,172056              
1.0                 ,172063              
2.0                 ,172065              
1.0                 ,172088              
6.0                 ,172094              
1.0                 ,172096              
6.0                 ,172108              
3.0                 ,172112              
1.0                 ,172117              
1.0                 ,172119              
1.0                 ,172131              
3.0                 ,172138              
1.0                 ,172153              
42.0                ,172158              
12.0                ,172159              
1.0                 ,172166              
1.0                 ,172177              
1.0                 ,172179              
1.0                 ,172185              
19.0                ,172199              
1.0                 ,172204              
3.0                 ,172206              
1.0                 ,172222              
1.0                 ,172223              
4.0                 ,172228              
18.0                ,172242              
1.0                 ,172244              
4.0                 ,172246              
1.0                 ,172261              
18.0                ,172266              
4.0                 ,172278              
13.0                ,172279              
2.0                 ,172280              
10.0                ,172286              
1.0                 ,172287              
2.0                 ,172294              
2.0                 ,172295              
6.0                 ,172307              
1.0                 ,172308              
1.0                 ,172309              
4.0                 ,172318              
2.0                 ,172328              
3.0                 ,172331              
1.0                 ,172332              
4.0                 ,172335              
1.0                 ,172345              
3.0                 ,172354              
3.0                 ,172356              
3.0                 ,172359              
6.0                 ,172363              
1.0                 ,172365              
1.0                 ,172376              
9.0                 ,172378              
4.0                 ,172382              
1.0                 ,172389              
1.0                 ,172397              
4.0                 ,172399              
1.0                 ,172411              
1.0                 ,172412              
1.0                 ,172418              
1.0                 ,172430              
1.0                 ,172443              
3.0                 ,172448              
1.0                 ,172454              
1.0                 ,172465              
2.0                 ,172466              
5.0                 ,172473              
2.0                 ,172474              
1.0                 ,172495              
4.0                 ,172513              
2.0                 ,172518              
2.0                 ,172532              
5.0                 ,172539              
1.0                 ,172547              
1.0                 ,172554              
2.0                 ,172560              
1.0                 ,172574              
2.0                 ,172602              
35.0                ,172618              
1.0                 ,172622              
1.0                 ,172631              
1.0                 ,172638              
24.0                ,172644              
1.0                 ,172647              
3.0                 ,172648              
52.0                ,172657              
1.0                 ,172714              
1.0                 ,172719              
2.0                 ,172723              
1.0                 ,172726              
11.0                ,172730              
1.0                 ,172731              
2.0                 ,172760              
1.0                 ,172765              
1.0                 ,172768              
3.0                 ,172770              
9.0                 ,172813              
2.0                 ,172816              
14.0                ,172826              
2.0                 ,172830              
1.0                 ,172839              
1.0                 ,172855              
6.0                 ,172856              
1.0                 ,172866              
9.0                 ,172878              
6.0                 ,172884              
4.0                 ,172894              
4.0                 ,172895              
2.0                 ,172902              
10.0                ,172941              
3252.0              ,172945              
13.0                ,172972              
1.0                 ,172980              
6.0                 ,172993              
2.0                 ,172994              
1.0                 ,173008              
4.0                 ,173010              
3.0                 ,173028              
2.0                 ,173036              
1.0                 ,173053              
13.0                ,173067              
18.0                ,173102              
5.0                 ,173106              
1.0                 ,173109              
1.0                 ,173111              
1.0                 ,173113              
2569.0              ,173114              
1.0                 ,173118              
480.0               ,173126              
4.0                 ,173130              
5.0                 ,173142              
1.0                 ,173145              
54.0                ,173154              
11.0                ,173158              
11.0                ,173159              
1.0                 ,173165              
1.0                 ,173179              
83.0                ,173181              
10.0                ,173182              
1.0                 ,173190              
26.0                ,173192              
3.0                 ,173212              
5.0                 ,173215              
5.0                 ,173223              
3.0                 ,173230              
1.0                 ,173242              
3.0                 ,173251              
3.0                 ,173252              
11.0                ,173263              
15.0                ,173274              
57.0                ,173293              
2.0                 ,173295              
2.0                 ,173297              
2.0                 ,173298              
1.0                 ,173303              
8.0                 ,173306              
1.0                 ,173314              
1.0                 ,173326              
28.0                ,173327              
7.0                 ,173328              
48.0                ,173331              
1.0                 ,173340              
12.0                ,173348              
37.0                ,173363              
1.0                 ,173365              
2.0                 ,173368              
1.0                 ,173380              
2.0                 ,173381              
1.0                 ,173382              
2.0                 ,173383              
34.0                ,173396              
3.0                 ,173408              
3.0                 ,173435              
2.0                 ,173436              
1.0                 ,173442              
1.0                 ,173449              
2.0                 ,173455              
10.0                ,173463              
1.0                 ,173484              
16.0                ,173485              
1.0                 ,173491              
2.0                 ,173494              
22.0                ,173495              
1.0                 ,173498              
4.0                 ,173507              
2.0                 ,173511              
1.0                 ,173538              
1.0                 ,173550              
22.0                ,173553              
11.0                ,173558              
1.0                 ,173576              
2.0                 ,173584              
1.0                 ,173597              
3.0                 ,173601              
1.0                 ,173635              
2.0                 ,173640              
1.0                 ,173651              
2.0                 ,173664              
3.0                 ,173666              
1.0                 ,173680              
4.0                 ,173686              
1.0                 ,173693              
67.0                ,173695              
25.0                ,173719              
2.0                 ,173720              
1.0                 ,173722              
21.0                ,173738              
2.0                 ,173746              
4.0                 ,173754              
10.0                ,173755              
4.0                 ,173775              
5.0                 ,173777              
1.0                 ,173786              
1.0                 ,173797              
2.0                 ,173800              
5.0                 ,173804              
2.0                 ,173818              
1.0                 ,173835              
2.0                 ,173854              
3.0                 ,173857              
2.0                 ,173862              
2.0                 ,173866              
2.0                 ,173867              
5.0                 ,173873              
3.0                 ,173884              
10.0                ,173885              
1.0                 ,173897              
1.0                 ,173899              
1.0                 ,173900              
11.0                ,173919              
1.0                 ,173948              
1.0                 ,173965              
1.0                 ,173976              
13.0                ,173979              
1.0                 ,173996              
1.0                 ,174009              
1.0                 ,174013              
4.0                 ,174018              
1.0                 ,174049              
1.0                 ,174070              
3.0                 ,174079              
1.0                 ,174093              
36.0                ,174094              
2.0                 ,174095              
1.0                 ,174097              
2.0                 ,174107              
2.0                 ,174109              
61.0                ,174139              
1.0                 ,174140              
8.0                 ,174141              
4.0                 ,174152              
1.0                 ,174153              
29.0                ,174155              
3.0                 ,174161              
8.0                 ,174179              
1.0                 ,174180              
589.0               ,174186              
1.0                 ,174191              
2.0                 ,174198              
1.0                 ,174202              
1.0                 ,174211              
6.0                 ,174226              
14.0                ,174232              
3.0                 ,174236              
1.0                 ,174238              
10.0                ,174242              
1.0                 ,174243              
4.0                 ,174257              
12.0                ,174273              
2.0                 ,174274              
1.0                 ,174281              
12.0                ,174300              
11.0                ,174310              
7.0                 ,174321              
3.0                 ,174323              
1.0                 ,174331              
28.0                ,174335              
2.0                 ,174337              
4.0                 ,174341              
23.0                ,174350              
6.0                 ,174352              
6.0                 ,174360              
1.0                 ,174397              
5.0                 ,174401              
25.0                ,174410              
3.0                 ,174420              
5.0                 ,174436              
3.0                 ,174440              
3.0                 ,174469              
3.0                 ,174470              
2.0                 ,174478              
5.0                 ,174505              
2.0                 ,174511              
9.0                 ,174532              
2.0                 ,174537              
10.0                ,174539              
22.0                ,174556              
1.0                 ,174560              
12.0                ,174571              
3.0                 ,174577              
8.0                 ,174580              
3.0                 ,174584              
1.0                 ,174590              
8.0                 ,174600              
6.0                 ,174610              
80.0                ,174611              
2.0                 ,174613              
3.0                 ,174617              
1.0                 ,174620              
2.0                 ,174624              
1.0                 ,174628              
1.0                 ,174630              
1.0                 ,174632              
27.0                ,174633              
2.0                 ,174636              
28.0                ,174638              
2.0                 ,174658              
5.0                 ,174660              
1.0                 ,174667              
1.0                 ,174670              
2.0                 ,174671              
18.0                ,174676              
4.0                 ,174681              
1.0                 ,174684              
2.0                 ,174693              
24.0                ,174703              
1.0                 ,174715              
3.0                 ,174720              
5.0                 ,174726              
1.0                 ,174759              
3.0                 ,174801              
3.0                 ,174805              
1.0                 ,174808              
3.0                 ,174828              
2.0                 ,174859              
3.0                 ,174863              
142.0               ,174875              
2.0                 ,174882              
1.0                 ,174889              
2.0                 ,174891              
1.0                 ,174894              
3.0                 ,174914              
33.0                ,174919              
1.0                 ,174920              
1.0                 ,174923              
1.0                 ,174929              
10.0                ,174933              
6.0                 ,174937              
5.0                 ,174948              
2.0                 ,174959              
119.0               ,174965              
7.0                 ,174970              
7.0                 ,174982              
1.0                 ,174994              
1.0                 ,174996              
2.0                 ,175002              
1.0                 ,175011              
2.0                 ,175017              
15.0                ,175033              
1.0                 ,175052              
1.0                 ,175081              
5.0                 ,175089              
7.0                 ,175096              
4.0                 ,175102              
1.0                 ,175117              
7.0                 ,175118              
2.0                 ,175119              
2.0                 ,175123              
2.0                 ,175126              
1.0                 ,175137              
1017.0              ,175143              
7.0                 ,175145              
1.0                 ,175152              
5.0                 ,175156              
6.0                 ,175170              
1.0                 ,175172              
4.0                 ,175186              
1.0                 ,175191              
2.0                 ,175192              
9.0                 ,175193              
3.0                 ,175198              
2.0                 ,175201              
1.0                 ,175207              
8.0                 ,175209              
1.0                 ,175216              
3.0                 ,175217              
1.0                 ,175221              
1.0                 ,175222              
2.0                 ,175224              
1.0                 ,175244              
5.0                 ,175254              
6.0                 ,175257              
2.0                 ,175258              
27.0                ,175280              
1.0                 ,175282              
1.0                 ,175284              
1.0                 ,175295              
1.0                 ,175296              
1.0                 ,175298              
1.0                 ,175299              
2.0                 ,175318              
1.0                 ,175352              
4.0                 ,175380              
1.0                 ,175381              
2.0                 ,175382              
1.0                 ,175391              
4.0                 ,175398              
3.0                 ,175408              
2.0                 ,175409              
1.0                 ,175415              
24.0                ,175423              
2.0                 ,175425              
1.0                 ,175438              
4.0                 ,175440              
2.0                 ,175442              
5.0                 ,175443              
2.0                 ,175453              
2.0                 ,175457              
1.0                 ,175466              
1.0                 ,175481              
1.0                 ,175484              
1.0                 ,175500              
5.0                 ,175504              
1.0                 ,175511              
1.0                 ,175514              
4.0                 ,175551              
2.0                 ,175560              
2.0                 ,175563              
2.0                 ,175566              
1.0                 ,175573              
1.0                 ,175575              
4.0                 ,175579              
1.0                 ,175591              
1.0                 ,175595              
2.0                 ,175603              
1.0                 ,175612              
1.0                 ,175622              
24.0                ,175628              
2.0                 ,175629              
1.0                 ,175632              
17.0                ,175635              
1.0                 ,175640              
10.0                ,175649              
1.0                 ,175652              
9.0                 ,175668              
3.0                 ,175670              
47.0                ,175683              
1.0                 ,175691              
562.0               ,175707              
3.0                 ,175725              
6.0                 ,175747              
2.0                 ,175751              
1.0                 ,175754              
1.0                 ,175763              
1.0                 ,175765              
1.0                 ,175769              
61.0                ,175779              
3.0                 ,175781              
24.0                ,175783              
12.0                ,175787              
1.0                 ,175792              
3.0                 ,175799              
1.0                 ,175803              
2.0                 ,175811              
2.0                 ,175829              
1.0                 ,175837              
7.0                 ,175854              
4.0                 ,175864              
11.0                ,175880              
7.0                 ,175889              
1.0                 ,175896              
5.0                 ,175898              
2.0                 ,175910              
11.0                ,175922              
3.0                 ,175924              
5.0                 ,175962              
15.0                ,175973              
6.0                 ,175978              
30.0                ,175991              
2.0                 ,175993              
38.0                ,175999              
4.0                 ,176003              
5.0                 ,176008              
2.0                 ,176024              
22.0                ,176026              
1.0                 ,176033              
16.0                ,176037              
5.0                 ,176042              
138.0               ,176045              
1.0                 ,176049              
2.0                 ,176057              
2.0                 ,176064              
32.0                ,176065              
5.0                 ,176106              
2.0                 ,176115              
5.0                 ,176116              
1.0                 ,176119              
2.0                 ,176126              
2.0                 ,176142              
4.0                 ,176146              
3.0                 ,176160              
3.0                 ,176163              
22.0                ,176170              
22.0                ,176175              
10.0                ,176178              
38.0                ,176183              
5.0                 ,176202              
2.0                 ,176204              
2.0                 ,176217              
1.0                 ,176223              
7.0                 ,176229              
10.0                ,176231              
6.0                 ,176235              
1.0                 ,176250              
1.0                 ,176267              
15.0                ,176269              
3.0                 ,176271              
19.0                ,176274              
2.0                 ,176293              
2.0                 ,176304              
1.0                 ,176315              
17.0                ,176320              
3.0                 ,176323              
1.0                 ,176331              
4.0                 ,176335              
1.0                 ,176340              
2.0                 ,176359              
1.0                 ,176361              
2.0                 ,176363              
13.0                ,176370              
1.0                 ,176375              
2.0                 ,176378              
3891.0              ,176388              
89.0                ,176395              
14.0                ,176400              
2.0                 ,176412              
4.0                 ,176416              
11.0                ,176430              
351.0               ,176443              
3.0                 ,176453              
1.0                 ,176459              
1.0                 ,176464              
1.0                 ,176466              
1.0                 ,176474              
7.0                 ,176483              
7.0                 ,176489              
10.0                ,176491              
1.0                 ,176492              
2.0                 ,176506              
1.0                 ,176510              
3.0                 ,176512              
1.0                 ,176515              
1.0                 ,176518              
1.0                 ,176541              
1.0                 ,176542              
9.0                 ,176543              
1.0                 ,176546              
1.0                 ,176553              
1.0                 ,176554              
13.0                ,176566              
3.0                 ,176572              
1.0                 ,176574              
3.0                 ,176578              
5.0                 ,176587              
2.0                 ,176614              
3.0                 ,176621              
1.0                 ,176633              
4.0                 ,176637              
